1.000000000000000000e+00 7.351734693877554037e+02 2.129081632653061433e+02
2.000000000000000000e+00 6.277510822510823800e+02 2.931196660482374909e+02
3.000000000000000000e+00 8.378327149041435860e+02 2.332767470624613679e+02
4.000000000000000000e+00 8.969650587507730961e+02 3.165674087816945530e+02
5.000000000000000000e+00 9.555711193568338331e+02 4.381215213358070741e+02
6.000000000000000000e+00 9.839662956091528940e+02 5.657547928262213190e+02
7.000000000000000000e+00 9.442025355596786085e+02 7.176515151515151274e+02
8.000000000000000000e+00 9.206496598639457716e+02 7.114672232529375151e+02
9.000000000000000000e+00 8.232272727272729753e+02 6.946249226963511774e+02
1.000000000000000000e+01 8.016743970315401384e+02 7.203095238095237391e+02
1.100000000000000000e+01 8.207535559678417485e+02 5.602285095856524322e+02
1.200000000000000000e+01 7.143837353123069533e+02 5.422544836116264833e+02
1.300000000000000000e+01 6.783305504019790533e+02 5.939131106988249940e+02
1.400000000000000000e+01 7.081994434137293410e+02 6.903880643166356776e+02
1.500000000000000000e+01 6.268036487322203811e+02 5.785970933828076568e+02
1.600000000000000000e+01 4.535383426097712913e+02 4.354109461966605181e+02
1.700000000000000000e+01 4.306694495980211173e+02 2.676193568336425415e+02
1.800000000000000000e+01 4.378537414965987296e+02 7.463361162646876892e+02
1.900000000000000000e+01 3.102204700061843710e+02 1.902235621521335815e+02
2.000000000000000000e+01 3.645896722325294945e+02 6.174134199134198298e+02
2.100000000000000000e+01 5.775661719233148688e+02 1.039329004329005102e+02
2.200000000000000000e+01 6.114350649350651565e+02 6.924829931972794839e+01
