1.000000000000000000e+00 6.288562152133581549e+02 2.963039579468151032e+02
2.000000000000000000e+00 7.460157699443416277e+02 1.966447124304268073e+02
3.000000000000000000e+00 8.444907235621521977e+02 2.406978973407544800e+02
4.000000000000000000e+00 9.103336425479285481e+02 3.069619666048238287e+02
5.000000000000000000e+00 9.634659863945580582e+02 4.395426716141001862e+02
6.000000000000000000e+00 9.770714285714286689e+02 5.598073593073593202e+02
7.000000000000000000e+00 8.195166975881263625e+02 5.660442176870748199e+02
8.000000000000000000e+00 7.329891774891777914e+02 5.479124922696350950e+02
9.000000000000000000e+00 6.997782931354361153e+02 5.968605442176869929e+02
1.000000000000000000e+01 7.163311688311689522e+02 6.834931972789115662e+02
1.100000000000000000e+01 7.945426716141002998e+02 7.205989486703772400e+02
1.200000000000000000e+01 8.296484230055659737e+02 6.859669140383425656e+02
1.300000000000000000e+01 6.298036487322203811e+02 5.800708101422387699e+02
1.400000000000000000e+01 4.405643166357453424e+02 7.389149659863944635e+02
1.500000000000000000e+01 3.782476808905381063e+02 6.114659863945578309e+02
1.600000000000000000e+01 4.221957328385901178e+02 3.067251082251082153e+02
1.700000000000000000e+01 4.709594928880645170e+02 4.380689548546691299e+02
