1.000000000000000000e+00 4.255377241805815061e+02 2.933565244279529907e+02
2.000000000000000000e+00 6.260930735930737683e+02 2.950145330859617161e+02
3.000000000000000000e+00 7.364103277674707897e+02 2.035395794681509187e+02
4.000000000000000000e+00 8.385432900432901988e+02 2.386453308596165925e+02
5.000000000000000000e+00 8.991493506493509358e+02 3.114356833642548281e+02
6.000000000000000000e+00 9.602816944959804459e+02 4.408320964749536301e+02
7.000000000000000000e+00 9.815451453308598957e+02 5.681759431045145448e+02
8.000000000000000000e+00 8.177009894867039748e+02 5.669916512059369325e+02
9.000000000000000000e+00 7.269891774891777914e+02 5.474387755102040956e+02
1.000000000000000000e+01 6.814097093382808907e+02 5.949656771799628814e+02
1.100000000000000000e+01 8.264641311069883614e+02 6.933880643166356776e+02
1.200000000000000000e+01 7.094888682745827282e+02 6.891512059369201779e+02
1.300000000000000000e+01 6.258562152133581549e+02 5.785970933828076568e+02
1.400000000000000000e+01 3.720633889919604940e+02 6.122291280148422175e+02
1.500000000000000000e+01 4.675909090909091788e+02 4.345952380952381304e+02
1.600000000000000000e+01 4.356168831168832298e+02 7.415729746444031889e+02
