1.000000000000000000e+00 7.727529375386520769e+02 2.060658627087199193e+02
2.000000000000000000e+00 8.533855905998764229e+02 2.530664811379097046e+02
3.000000000000000000e+00 9.045705009276439341e+02 3.062513914656772158e+02
4.000000000000000000e+00 9.813608534322822834e+02 4.509112554112554108e+02
5.000000000000000000e+00 9.877294372294375080e+02 5.568073593073593202e+02
6.000000000000000000e+00 8.222798392084107491e+02 5.718865182436611576e+02
7.000000000000000000e+00 7.602000618429192400e+02 5.702285095856524322e+02
8.000000000000000000e+00 7.338840445269017891e+02 6.146502782931354432e+02
9.000000000000000000e+00 7.334628942486087908e+02 6.747826221397649533e+02
1.000000000000000000e+01 7.913058132343849138e+02 7.196515151515151274e+02
1.100000000000000000e+01 8.338852813852815871e+02 6.815457637600494536e+02
1.200000000000000000e+01 6.359879406307979934e+02 5.746496598639455442e+02
1.300000000000000000e+01 4.838543599257886285e+02 4.423058132343846864e+02
1.400000000000000000e+01 6.317510822510823800e+02 2.963039579468151032e+02
1.500000000000000000e+01 4.168271490414348932e+02 3.209094001236858276e+02
1.600000000000000000e+01 3.943268398268399437e+02 5.924393939393939945e+02
1.700000000000000000e+01 4.449329004329005670e+02 7.348623995052565760e+02
