1.000000000000000000e+00 9.038599257884973213e+02 3.050145330859617161e+02
2.000000000000000000e+00 8.519118738404454234e+02 2.488296227581942048e+02
3.000000000000000000e+00 7.710949288806432378e+02 2.038290043290044196e+02
4.000000000000000000e+00 9.763608534322822834e+02 4.482006802721088548e+02
5.000000000000000000e+00 9.849662956091528940e+02 5.552810760667903196e+02
6.000000000000000000e+00 8.207535559678417485e+02 5.725970933828076568e+02
7.000000000000000000e+00 7.579632034632036266e+02 5.608073593073593202e+02
8.000000000000000000e+00 7.305154607297465645e+02 6.082816944959802186e+02
9.000000000000000000e+00 7.341734693877554037e+02 6.727826221397649533e+02
1.000000000000000000e+01 7.938320964749536870e+02 7.191252319109461268e+02
1.100000000000000000e+01 8.321221397649969731e+02 6.805983302411873410e+02
1.200000000000000000e+01 6.364616573902289929e+02 5.773076685219541559e+02
1.300000000000000000e+01 6.311722325293756057e+02 2.953039579468151032e+02
1.400000000000000000e+01 4.224325912183056175e+02 3.166199752628324404e+02
1.500000000000000000e+01 4.867492269635128537e+02 4.403583797155225739e+02
1.600000000000000000e+01 3.984585652442796686e+02 5.953868274582559934e+02
1.700000000000000000e+01 4.474591836734695676e+02 7.349675324675324646e+02
